Fbtid,chromosome,start,end,name,length,fam_length,gapRate,seqID,divergence,family,gc
FBti0062078,3R,27857609,27857674,INE-1{}4017,66,611,89.20%,78.79%,NA,INE-1,35.9632139399806
FBti0062079,3R,27863067,27863564,INE-1{}4018,498,611,37.15%,89.25%,0.068479,INE-1,37.8205128205128
FBti0062080,3R,27870080,27870307,INE-1{}4019,228,611,62.91%,91.19%,0.055573,INE-1,36.6696588868941
FBti0062081,3R,27885571,27885755,INE-1{}4020,185,611,71.20%,84.27%,0.113698,INE-1,35.6227106227106
FBti0062082,3R,27890054,27890462,INE-1{}4021,409,611,42.11%,89.84%,0.049255,INE-1,33.0980066445183
FBti0062083,3R,27895157,27895518,INE-1{}4022,362,611,50.54%,85.09%,0.074531,INE-1,37.298899237934
FBti0062084,2L,19774157,19774205,INE-1{}4023,49,611,91.98%,85.71%,NA,INE-1,37.548828125
FBti0062085,2L,19774528,19774633,INE-1{}4024,106,611,83.41%,91.18%,NA,INE-1,35.7889733840304
FBti0062086,2L,19813239,19813515,INE-1{}4025,277,611,55.84%,86.40%,0.028904,INE-1,38.2249560632689
FBti0062087,2L,19816785,19816819,INE-1{}4026,35,611,94.27%,91.43%,NA,INE-1,34.2829076620825
FBti0062094,3L,23191968,23194034,INE-1{}4033,2067,611,90.69%,83.33%,NA,INE-1,43.8514510575504
FBti0062095,3R,27895543,27895976,INE-1{}4034,434,611,40.70%,82.01%,0.013659,INE-1,37.7467105263158
FBti0062098,3R,27896370,27896620,INE-1{}4037,251,611,64.47%,84.07%,0.001317,INE-1,38.9777777777778
FBti0062099,3L,23179737,23179912,INE-1{}4038,176,611,71.62%,86.78%,NA,INE-1,39.7977941176471
FBti0062101,3R,10482003,10482045,INE-1{}4040,43,611,92.96%,81.40%,NA,INE-1,41.9196865817826
FBti0062102,3R,27898548,27898682,INE-1{}4041,135,611,82.70%,84.55%,NA,INE-1,36.2230552952202
FBti0062104,3R,10532704,10532772,INE-1{}4043,69,611,89.07%,82.09%,NA,INE-1,39.6518375241779
FBti0062116,2L,20024561,20024744,INE-1{}4055,184,611,73.00%,82.25%,NA,INE-1,35.3479853479854
FBti0062117,2L,20025903,20026367,INE-1{}4056,465,611,29.21%,82.74%,0.138603,INE-1,40.6655844155844
FBti0062118,2L,21295523,21295735,INE-1{}4057,213,611,72.45%,79.21%,NA,INE-1,40.0090415913201
FBti0062119,2L,20034420,20034461,INE-1{}4058,42,611,93.13%,85.71%,NA,INE-1,38.5294117647059
FBti0062120,2L,21295962,21296051,INE-1{}4059,90,611,85.27%,82.22%,NA,INE-1,41.1004784688995
FBti0062121,2L,20045075,20045391,INE-1{}4060,317,611,60.66%,83.21%,0.163541,INE-1,38.5578583765112
FBti0062122,2L,20068697,20068737,INE-1{}4061,41,611,93.29%,80.49%,NA,INE-1,39.8529411764706
FBti0062123,2L,20099516,20099570,INE-1{}4062,55,611,91.00%,78.18%,NA,INE-1,39.143135345667
FBti0062124,2L,20114973,20115052,INE-1{}4063,80,611,86.91%,88.75%,NA,INE-1,36.875
FBti0062125,2L,21306035,21306553,INE-1{}4064,519,611,47.09%,83.63%,0.129803,INE-1,32.4324324324324
FBti0062126,2L,21306708,21307362,INE-1{}4065,655,611,39.75%,86.13%,0.10129,INE-1,35.7950263752826
FBti0062127,3L,23179596,23179710,INE-1{}4066,115,611,82.33%,85.32%,NA,INE-1,38.9309366130558
FBti0062128,2L,21312573,21312651,INE-1{}4067,79,611,87.07%,82.28%,NA,INE-1,36.2980769230769
FBti0062129,3L,23169506,23172223,INE-1{}4068,2718,611,84.41%,83.30%,0.205149,INE-1,36.7740568037304
FBti0062130,2L,21317491,21317796,INE-1{}4069,306,611,60.21%,86.59%,0.071454,INE-1,35.3732638888889
FBti0062131,3L,23331629,23332049,INE-1{}4070,421,611,39.50%,82.78%,0.125242,INE-1,31.7768595041322
FBti0062132,3L,23332985,23333421,INE-1{}4071,437,611,40.97%,84.06%,0.112625,INE-1,32.3891625615764
FBti0062135,3L,23387326,23387690,INE-1{}4074,365,611,44.59%,82.47%,0.158331,INE-1,35.6175972927242
FBti0062141,3R,10752827,10752855,INE-1{}4080,29,611,95.25%,89.66%,NA,INE-1,38.3629191321499
FBti0062149,2L,21325242,21325340,INE-1{}4088,99,611,85.48%,94.44%,NA,INE-1,39.3708293612965
FBti0062150,2L,21330202,21330721,INE-1{}4089,520,611,37.97%,88.22%,0.101302,INE-1,38.2446386020651
FBti0062151,2L,21334487,21334781,INE-1{}4090,295,611,58.44%,82.33%,0.179825,INE-1,37.478184991274
FBti0062152,2L,21337345,21337490,INE-1{}4091,146,611,76.10%,88.36%,NA,INE-1,38.9561975768872
FBti0062153,2L,21337824,21337902,INE-1{}4092,79,611,87.62%,82.89%,NA,INE-1,36.0442733397498
FBti0062154,2L,21338666,21338795,INE-1{}4093,130,611,81.44%,87.93%,NA,INE-1,39.7183098591549
FBti0062155,2L,21343000,21343397,INE-1{}4094,398,611,51.40%,83.64%,0.099117,INE-1,32.5959933222037
FBti0062156,2L,21343576,21343713,INE-1{}4095,138,611,80.92%,84.17%,NA,INE-1,33.3801498127341
FBti0062157,3L,23387787,23387885,INE-1{}4096,99,611,83.80%,83.84%,NA,INE-1,35.9732824427481
FBti0062159,3L,23329820,23330458,INE-1{}4098,639,611,35.53%,81.63%,0.194429,INE-1,32.4109173616376
FBti0062175,2L,21346329,21347214,INE-1{}4114,886,611,54.24%,87.87%,0.093,INE-1,38.2189882189882
FBti0062176,2L,21358359,21358687,INE-1{}4115,329,611,54.26%,82.71%,0.112936,INE-1,37.414089347079
FBti0062177,2L,21362965,21363291,INE-1{}4116,327,611,49.20%,84.81%,0.112094,INE-1,37.5429553264605
FBti0062178,2L,21371546,21371882,INE-1{}4117,337,611,49.28%,82.45%,0.098213,INE-1,36.2157534246575
FBti0062179,2L,21373804,21373842,INE-1{}4118,39,611,93.62%,92.31%,NA,INE-1,38.7634936211972
FBti0062180,2L,21377803,21377949,INE-1{}4119,147,611,79.30%,87.69%,NA,INE-1,36.0074626865672
FBti0062181,2L,21378909,21379015,INE-1{}4120,107,611,84.38%,90.72%,NA,INE-1,35.1518026565465
FBti0062182,3L,23282236,23282632,INE-1{}4121,397,611,52.42%,84.62%,0.107645,INE-1,41.1519198664441
FBti0062183,2L,21379175,21379284,INE-1{}4122,110,611,85.74%,80.00%,NA,INE-1,38.5199240986717
FBti0062184,3L,23281695,23281782,INE-1{}4123,88,611,86.34%,79.76%,NA,INE-1,38.6385426653883
FBti0062185,3L,23254484,23254923,INE-1{}4124,440,611,41.48%,85.31%,0.105413,INE-1,35.4098360655738
FBti0062186,3L,23253847,23254212,INE-1{}4125,366,611,47.58%,80.06%,0.144307,INE-1,39.9323181049069
FBti0062188,3L,23487835,23489359,INE-1{}4127,1525,611,72.10%,84.12%,0.166664,INE-1,35.1589103291714
FBti0062190,3L,23536635,23537060,INE-1{}4129,426,611,39.97%,84.83%,0.008206,INE-1,37.2112211221122
FBti0062192,3L,23541382,23541767,INE-1{}4131,386,611,43.24%,87.26%,0.005738,INE-1,33.151718357083
FBti0062196,4,25683,25820,INE-1{}4135,138,611,81.11%,84.03%,NA,INE-1,35.0491343004212
FBti0062197,4,26090,26124,INE-1{}4136,35,611,94.62%,93.94%,NA,INE-1,34.4149459193707
FBti0062198,4,32464,32601,INE-1{}4137,138,611,81.11%,84.03%,NA,INE-1,37.7632194665419
FBti0062199,4,32871,32905,INE-1{}4138,35,611,94.62%,93.94%,NA,INE-1,35.7423795476893
FBti0062200,4,46874,46978,INE-1{}4139,105,611,82.82%,83.81%,NA,INE-1,33.7927756653992
FBti0062201,2L,21383339,21383426,INE-1{}4140,88,611,86.89%,91.36%,NA,INE-1,31.9271332694151
FBti0062202,2L,21383558,21384120,INE-1{}4141,563,611,29.11%,87.06%,0.099816,INE-1,31.1475409836066
FBti0062203,2L,21384321,21384365,INE-1{}4142,45,611,92.64%,86.67%,NA,INE-1,31.6046966731898
FBti0062204,2L,21405638,21405673,INE-1{}4143,36,611,94.11%,88.89%,NA,INE-1,38.5939036381514
FBti0062214,4,47251,47285,INE-1{}4153,35,611,94.62%,93.94%,NA,INE-1,33.9233038348083
FBti0062215,4,52332,52469,INE-1{}4154,138,611,81.11%,83.19%,NA,INE-1,36.3125877398222
FBti0062217,4,63131,63219,INE-1{}4156,89,611,87.64%,90.91%,NA,INE-1,33.5249042145594
FBti0062218,4,73357,73575,INE-1{}4157,219,611,67.62%,84.73%,NA,INE-1,36.2939585211903
FBti0062219,4,74624,74974,INE-1{}4158,351,611,49.45%,81.73%,0.147045,INE-1,32.5957446808511
FBti0062220,4,75410,76020,INE-1{}4159,611,611,0.00%,99.84%,0.003036,INE-1,30.9578544061303
FBti0062221,4,81731,81877,INE-1{}4160,147,611,76.95%,74.65%,NA,INE-1,31.0344827586207
FBti0062222,4,83208,83310,INE-1{}4161,103,611,83.14%,80.58%,NA,INE-1,30.3996194100856
FBti0062223,4,92426,92475,INE-1{}4162,50,611,91.99%,85.71%,NA,INE-1,29.2825768667643
FBti0062225,4,96070,96253,INE-1{}4164,184,611,75.59%,77.56%,NA,INE-1,33.0279431974347
FBti0062226,4,105131,105355,INE-1{}4165,225,611,65.16%,81.48%,0.123669,INE-1,27.8327338129496
FBti0062227,4,109523,109910,INE-1{}4166,388,611,47.71%,86.88%,0.090742,INE-1,26.8956849602011
FBti0062228,4,121562,121655,INE-1{}4167,94,611,88.63%,83.33%,NA,INE-1,34.7348303870043
FBti0062229,4,121015,121269,INE-1{}4168,255,611,62.54%,85.17%,0.033701,INE-1,32.963620230701
FBti0062230,4,123827,124274,INE-1{}4169,448,611,41.70%,83.08%,0.086961,INE-1,32.2435635472007
FBti0062231,4,132412,132854,INE-1{}4170,443,611,35.31%,80.43%,0.176663,INE-1,27.5184275184275
FBti0062232,4,139591,139665,INE-1{}4171,75,611,88.09%,83.56%,NA,INE-1,36.5477338476374
FBti0062240,X,16435515,16436010,INE-1{}4179,496,611,28.90%,81.09%,0.115155,INE-1,41.7635270541082
FBti0062241,X,16441798,16442175,INE-1{}4180,378,611,50.38%,84.15%,0.114478,INE-1,39.3352965923433
FBti0062244,3R,12155410,12155451,INE-1{}4183,42,611,93.13%,88.10%,NA,INE-1,47.3297403233709
FBti0062255,2L,21557324,21557790,INE-1{}4194,467,611,37.16%,86.54%,0.075077,INE-1,42.7818329278183
FBti0062256,2L,21574194,21574234,INE-1{}4195,41,611,93.29%,85.37%,NA,INE-1,33.4803921568627
FBti0062257,2L,21575454,21575549,INE-1{}4196,96,611,85.78%,89.77%,NA,INE-1,35.577841451767
FBti0062260,X,16732050,16732118,INE-1{}4199,69,611,89.43%,95.38%,NA,INE-1,35.7350096711799
FBti0062262,2L,21580295,21580461,INE-1{}4201,167,611,72.67%,91.02%,NA,INE-1,37.5231053604436
FBti0062263,2L,21580918,21581050,INE-1{}4202,133,611,78.63%,81.68%,NA,INE-1,36.2101313320826
FBti0062264,2L,21581375,21581486,INE-1{}4203,112,611,82.06%,75.45%,NA,INE-1,38.0094786729858
FBti0062265,2L,21581952,21582003,INE-1{}4204,52,611,91.49%,78.85%,NA,INE-1,34.7953216374269
FBti0062266,2L,21583470,21583779,INE-1{}4205,310,611,52.64%,85.47%,0.085092,INE-1,34.5887445887446
FBti0062267,2L,21586033,21586255,INE-1{}4206,223,611,71.30%,87.10%,NA,INE-1,39.8830935251799
FBti0062268,2L,21589669,21589745,INE-1{}4207,77,611,90.62%,83.05%,NA,INE-1,38.6801541425819
FBti0062269,2L,21591075,21591219,INE-1{}4208,145,611,76.67%,86.71%,NA,INE-1,40.5783582089552
FBti0062272,X,17061482,17061575,INE-1{}4211,94,611,85.92%,86.21%,NA,INE-1,38.5864374403056
FBti0062273,X,17125891,17126252,INE-1{}4212,362,611,53.46%,86.41%,0.054337,INE-1,38.8135593220339
FBti0062274,X,17141525,17141718,INE-1{}4213,194,611,73.63%,87.50%,NA,INE-1,36.3719234275296
FBti0062275,2R,6307782,6307857,INE-1{}4214,76,611,87.75%,84.00%,NA,INE-1,38.5060240963855
FBti0062276,2R,6313495,6313970,INE-1{}4215,476,611,50.89%,73.18%,0.277072,INE-1,37.8989898989899
FBti0062277,2R,6314131,6314240,INE-1{}4216,110,611,82.76%,80.19%,NA,INE-1,39.7344713134187
FBti0062278,2R,6440244,6440309,INE-1{}4217,66,611,89.20%,86.36%,NA,INE-1,33.8983050847458
FBti0062286,X,17175003,17175193,INE-1{}4225,191,611,70.85%,85.64%,NA,INE-1,42.6416819012797
FBti0062287,X,17177643,17177686,INE-1{}4226,44,611,92.80%,90.91%,NA,INE-1,40.4995102840353
FBti0062297,X,17448537,17448714,INE-1{}4236,178,611,72.54%,92.94%,NA,INE-1,36.2718089990817
FBti0062298,X,17516256,17516369,INE-1{}4237,114,611,82.31%,90.83%,NA,INE-1,37.5
FBti0062299,X,17516444,17516497,INE-1{}4238,54,611,91.16%,81.48%,NA,INE-1,37.3781676413255
FBti0062302,2R,6689467,6689598,INE-1{}4241,132,611,79.38%,81.10%,NA,INE-1,49.0380103237916
FBti0062303,2R,6827641,6827702,INE-1{}4242,62,611,90.03%,93.44%,NA,INE-1,41.4361960213489
FBti0062305,2R,1340576,1340637,INE-1{}4244,62,611,89.85%,90.32%,NA,INE-1,38.2823871906841
FBti0062306,2R,1343687,1344097,INE-1{}4245,411,611,40.56%,77.43%,0.183192,INE-1,36.1825726141079
FBti0062307,2R,1354207,1354381,INE-1{}4246,175,611,77.38%,88.28%,NA,INE-1,42.2723091076357
FBti0062308,2R,1361327,1361691,INE-1{}4247,365,611,52.57%,89.17%,0.04763,INE-1,39.5516074450085
FBti0062310,2R,1366167,1366366,INE-1{}4249,200,611,71.47%,90.56%,NA,INE-1,38.8358344702137
FBti0062316,2R,1373158,1373310,INE-1{}4255,153,611,76.58%,82.07%,NA,INE-1,30.5762081784387
FBti0062317,2R,1377816,1378317,INE-1{}4256,502,611,35.36%,85.81%,0.118184,INE-1,39.5841663334666
FBti0062319,2R,1380002,1380374,INE-1{}4258,373,611,43.31%,84.83%,0.069076,INE-1,32.5885328836425
FBti0062320,2R,1385346,1385944,INE-1{}4259,599,611,26.15%,86.58%,0.115229,INE-1,33.6027713625866
FBti0062321,2R,1391241,1391624,INE-1{}4260,384,611,45.50%,79.49%,0.167176,INE-1,35.2077213596307
FBti0062322,2R,7028921,7028972,INE-1{}4261,52,611,91.67%,82.35%,NA,INE-1,39.9317406143345
FBti0062323,2R,1391909,1391957,INE-1{}4262,49,611,91.98%,89.80%,NA,INE-1,34.716796875
FBti0062324,2R,1392014,1392060,INE-1{}4263,47,611,92.31%,82.98%,NA,INE-1,35.386119257087
FBti0062325,2R,1394605,1394742,INE-1{}4264,138,611,81.11%,81.51%,NA,INE-1,32.3350491343004
FBti0062326,2R,1396101,1396230,INE-1{}4265,130,611,79.90%,83.87%,NA,INE-1,36.0732738374824
FBti0062327,2R,1396929,1397190,INE-1{}4266,262,611,61.65%,78.51%,0.159383,INE-1,41.4418398938523
FBti0062328,X,17760602,17760709,INE-1{}4267,108,611,82.90%,88.57%,NA,INE-1,31.3865147198481
FBti0062331,2R,1397946,1398500,INE-1{}4270,555,611,55.51%,84.40%,0.10514,INE-1,40.3680501174628
FBti0062332,2R,1404447,1406221,INE-1{}4271,1775,611,70.19%,80.29%,0.220669,INE-1,35.214626391097
FBti0062334,2R,1405559,1405619,INE-1{}4273,61,611,90.38%,86.44%,NA,INE-1,34.3689320388349
FBti0062336,2R,1407562,1407887,INE-1{}4275,326,611,54.05%,80.00%,0.18129,INE-1,33.0752688172043
FBti0062338,2R,1407894,1408123,INE-1{}4277,230,611,65.87%,84.58%,0.094506,INE-1,31.4939434724092
FBti0062339,2R,1409155,1409229,INE-1{}4278,75,611,91.46%,96.30%,NA,INE-1,32.5458052073288
FBti0062341,2R,1411744,1412015,INE-1{}4280,272,611,62.03%,81.07%,0.127525,INE-1,34.2140026420079
FBti0062343,2R,1412739,1412844,INE-1{}4282,106,611,83.98%,85.86%,NA,INE-1,33.6342042755344
FBti0062345,2R,1415547,1416137,INE-1{}4284,591,611,24.53%,84.53%,0.093502,INE-1,34.2084942084942
FBti0062346,2R,1416828,1416855,INE-1{}4285,28,611,95.42%,92.86%,NA,INE-1,33.6951159348791
FBti0062360,2R,1428337,1428506,INE-1{}4299,170,611,76.81%,86.39%,NA,INE-1,37.8976486860304
FBti0062363,2R,1443830,1443946,INE-1{}4302,117,611,82.96%,81.13%,NA,INE-1,38.1379962192817
FBti0062366,2R,1447843,1447921,INE-1{}4305,79,611,88.17%,80.82%,NA,INE-1,40.9047160731473
FBti0062369,2R,1451818,1451896,INE-1{}4308,79,611,88.17%,80.82%,NA,INE-1,40.9047160731473
FBti0062372,2R,1467462,1467578,INE-1{}4311,117,611,82.96%,81.13%,NA,INE-1,39.6975425330813
FBti0062373,2R,1488019,1488390,INE-1{}4312,372,611,49.92%,79.57%,0.255488,INE-1,38.3804301982286
FBti0062375,2R,581155,581542,INE-1{}4314,388,611,51.56%,86.50%,0.054683,INE-1,31.7972350230415
FBti0062376,2R,1497935,1498188,INE-1{}4315,254,611,65.68%,85.07%,NA,INE-1,34.5761207279183
FBti0062377,2R,583472,584017,INE-1{}4316,546,611,29.85%,85.32%,0.12293,INE-1,32.573673870334
FBti0062378,2R,1520567,1520822,INE-1{}4317,256,611,61.94%,82.85%,0.133323,INE-1,43.5476718403548
FBti0062380,2R,586932,587520,INE-1{}4319,589,611,26.09%,84.90%,0.119427,INE-1,33.0370942812983
FBti0062389,2R,587704,587842,INE-1{}4328,139,611,77.25%,82.73%,NA,INE-1,32.7408793264733
FBti0062390,2R,588821,589344,INE-1{}4329,524,611,33.33%,79.96%,0.196061,INE-1,33.8882282996433
FBti0062392,2R,591122,591212,INE-1{}4331,91,611,85.11%,87.91%,NA,INE-1,38.4210526315789
FBti0062395,2R,591223,591299,INE-1{}4334,77,611,87.40%,81.82%,NA,INE-1,38.3911368015414
FBti0062397,2R,7043629,7043685,INE-1{}4336,57,611,90.67%,77.19%,NA,INE-1,36.7704280155642
FBti0062398,2R,592896,593570,INE-1{}4337,675,611,23.84%,77.52%,0.193255,INE-1,40.3515332834705
FBti0062400,2R,7045419,7045558,INE-1{}4339,140,611,78.28%,75.37%,NA,INE-1,30.9957924263675
FBti0062402,2R,7046200,7046269,INE-1{}4341,70,611,89.45%,76.92%,NA,INE-1,33.1077815369744
FBti0062403,2R,594679,594733,INE-1{}4342,55,611,91.00%,94.55%,NA,INE-1,40.0194741966894
FBti0062404,2R,7053405,7053444,INE-1{}4343,40,611,93.63%,87.18%,NA,INE-1,35.3114271701815
FBti0062405,2R,597123,597160,INE-1{}4344,38,611,93.78%,94.74%,NA,INE-1,40.4516445753559
FBti0062407,2R,598391,598742,INE-1{}4346,352,611,53.87%,85.20%,0.089254,INE-1,34.5384942577627
FBti0062409,2R,602439,602487,INE-1{}4348,49,611,91.98%,89.80%,NA,INE-1,35.205078125
FBti0062422,2R,607113,607166,INE-1{}4361,54,611,91.16%,77.78%,NA,INE-1,34.2425718460789
FBti0062424,2R,607860,607977,INE-1{}4363,118,611,81.46%,91.23%,NA,INE-1,36.2777515351913
FBti0062425,2R,609138,609269,INE-1{}4364,132,611,78.99%,82.95%,NA,INE-1,34.9131862975129
FBti0062427,2R,610430,610581,INE-1{}4366,152,611,75.73%,80.54%,NA,INE-1,30.4509530450953
FBti0062429,2R,613568,613671,INE-1{}4368,104,611,85.42%,89.01%,NA,INE-1,34.4270090347123
FBti0062430,2R,613800,613999,INE-1{}4369,200,611,68.77%,84.46%,NA,INE-1,33.6971350613915
FBti0062431,2R,631257,631303,INE-1{}4370,47,611,92.31%,82.98%,NA,INE-1,31.9159335288368
FBti0062432,2R,635007,635073,INE-1{}4371,67,611,89.22%,90.91%,NA,INE-1,36.2536302032914
FBti0062444,3R,381431,381862,INE-1{}4383,432,611,36.26%,77.34%,0.177821,INE-1,37.6388317564788
FBti0062446,3R,387995,388022,INE-1{}4385,28,611,95.42%,96.43%,NA,INE-1,42.8219042920572
FBti0062448,3R,409039,409137,INE-1{}4387,99,611,83.99%,82.65%,NA,INE-1,33.4604385128694
FBti0062449,2R,636007,636082,INE-1{}4388,76,611,88.47%,84.51%,NA,INE-1,35.1325301204819
FBti0062451,3R,411721,412058,INE-1{}4390,338,611,48.64%,79.19%,0.179862,INE-1,35.0021394950792
FBti0062452,2R,639092,639147,INE-1{}4391,56,611,90.83%,83.93%,NA,INE-1,34.4038929440389
FBti0062454,3R,412205,412254,INE-1{}4393,50,611,91.82%,86.00%,NA,INE-1,35.3831137140068
FBti0062455,2R,639418,639540,INE-1{}4394,123,611,81.42%,87.83%,NA,INE-1,37.7474081055608
FBti0062456,3R,412347,412486,INE-1{}4395,140,611,77.29%,87.05%,NA,INE-1,36.0448807854137
FBti0062457,2R,642868,642970,INE-1{}4396,103,611,84.28%,91.75%,NA,INE-1,36.4890580399619
FBti0062459,3R,412832,412955,INE-1{}4398,124,611,80.29%,80.99%,NA,INE-1,36.1281205840791
FBti0062460,2R,643201,643256,INE-1{}4399,56,611,90.83%,91.07%,NA,INE-1,37.8588807785888
FBti0062462,3R,414159,414217,INE-1{}4401,59,611,90.70%,78.95%,NA,INE-1,36.2001943634597
FBti0062463,2R,671888,671971,INE-1{}4402,84,611,86.99%,76.25%,NA,INE-1,37.5420067210754
FBti0062465,3R,415183,415673,INE-1{}4404,491,611,39.12%,87.53%,0.107607,INE-1,37.6305220883534
FBti0062466,2R,686228,686712,INE-1{}4405,485,611,35.68%,88.35%,0.078994,INE-1,38.4460547504026
FBti0062468,3R,416948,417048,INE-1{}4407,101,611,84.60%,93.68%,NA,INE-1,38.6666666666667
FBti0062469,2R,689387,689527,INE-1{}4408,141,611,78.71%,82.58%,NA,INE-1,36.9626168224299
FBti0062470,2R,707515,707626,INE-1{}4409,112,611,83.01%,86.67%,NA,INE-1,39.5547134059687
FBti0062471,2R,709909,710031,INE-1{}4410,123,611,80.65%,79.83%,NA,INE-1,32.7049952874647
FBti0062485,3R,422408,422559,INE-1{}4424,152,611,76.74%,81.94%,NA,INE-1,32.6359832635983
FBti0062486,3R,427798,427846,INE-1{}4425,49,611,91.98%,81.63%,NA,INE-1,38.28125
FBti0062487,2R,710353,710464,INE-1{}4426,112,611,83.39%,85.44%,NA,INE-1,34.2965419232591
FBti0062489,3R,428715,428897,INE-1{}4428,183,611,73.16%,84.52%,NA,INE-1,38.5426214482126
FBti0062490,2R,710547,710588,INE-1{}4429,42,611,93.65%,89.74%,NA,INE-1,34.1989220970113
FBti0062492,3R,430406,430554,INE-1{}4431,149,611,76.82%,79.72%,NA,INE-1,34.6368715083799
FBti0062493,2R,713672,714206,INE-1{}4432,535,611,32.21%,79.91%,0.21573,INE-1,38.121546961326
FBti0062494,2R,715269,715328,INE-1{}4433,60,611,90.18%,90.00%,NA,INE-1,34.3856240893638
FBti0062496,3R,433968,434012,INE-1{}4435,45,611,92.64%,80.00%,NA,INE-1,40.6555772994129
FBti0062497,2R,715827,716283,INE-1{}4436,457,611,42.25%,84.91%,0.112082,INE-1,33.4690553745928
FBti0062499,3R,438126,438179,INE-1{}4438,54,611,91.16%,88.89%,NA,INE-1,35.4603019970775
FBti0062500,2R,715329,715442,INE-1{}4439,114,611,81.92%,81.98%,NA,INE-1,34.50070989115
FBti0062502,3R,441327,441481,INE-1{}4441,155,611,74.84%,86.36%,NA,INE-1,36.6295264623955
FBti0062503,2R,728613,728974,INE-1{}4442,362,611,43.82%,76.57%,0.190712,INE-1,37.441761965269
FBti0062504,3R,442455,442738,INE-1{}4443,284,611,56.34%,80.15%,0.150945,INE-1,36.9689005694262
FBti0062505,2R,742532,742634,INE-1{}4444,103,611,87.20%,88.89%,NA,INE-1,35.9657469077069
FBti0062506,2R,766695,766868,INE-1{}4445,174,611,75.20%,87.82%,NA,INE-1,40.2669121030833
FBti0062507,2R,767936,768702,INE-1{}4446,767,611,38.45%,84.57%,0.128386,INE-1,40.5639913232104
FBti0062509,2L,18852428,18852736,INE-1{}4448,309,611,56.25%,77.50%,0.20085,INE-1,47.0970537261698
FBti0062510,2L,18902811,18902855,INE-1{}4449,45,611,92.64%,91.11%,NA,INE-1,38.2093933463796
FBti0062511,2L,18945498,18945589,INE-1{}4450,92,611,85.88%,81.61%,NA,INE-1,42.2488038277512
FBti0062512,2L,18973583,18973699,INE-1{}4451,117,611,84.44%,84.69%,NA,INE-1,45.7466918714556
FBti0062513,2L,18995280,18995338,INE-1{}4452,59,611,90.52%,81.03%,NA,INE-1,44.4120505344995
FBti0062514,2L,18997789,18997838,INE-1{}4453,50,611,91.82%,84.00%,NA,INE-1,36.5853658536585
FBti0062518,3R,446192,446301,INE-1{}4457,110,611,82.57%,83.18%,NA,INE-1,36.3205310573732
FBti0062520,3R,446663,446954,INE-1{}4459,292,611,60.00%,84.50%,0.132374,INE-1,39.0659100829332
FBti0062522,3R,451986,452042,INE-1{}4461,57,611,90.67%,78.95%,NA,INE-1,39.5428015564202
FBti0062524,3R,455597,455650,INE-1{}4463,54,611,91.16%,88.89%,NA,INE-1,37.4086702386751
FBti0062526,3R,457130,457395,INE-1{}4465,266,611,59.46%,82.61%,0.115993,INE-1,37.9690949227373
FBti0062528,3R,459798,459940,INE-1{}4467,143,611,76.60%,83.92%,NA,INE-1,35.2007469654529
FBti0062531,3R,461329,461384,INE-1{}4470,56,611,90.83%,82.14%,NA,INE-1,36.2530413625304
FBti0062533,3R,462569,462733,INE-1{}4472,165,611,77.41%,90.91%,NA,INE-1,34.7042513863216
FBti0062535,3R,506201,506301,INE-1{}4474,101,611,84.60%,89.47%,NA,INE-1,34.6190476190476
FBti0062536,3R,516414,516840,INE-1{}4475,427,611,37.56%,78.70%,0.177478,INE-1,35.078318219291
FBti0062540,2R,7559833,7560094,INE-1{}4479,262,611,60.32%,81.85%,0.090957,INE-1,47.1472799646174
FBti0062541,2R,7566433,7566482,INE-1{}4480,50,611,92.17%,89.58%,NA,INE-1,36.6032210834553
FBti0062544,3R,518200,518254,INE-1{}4483,55,611,91.18%,87.04%,NA,INE-1,36.5141187925998
FBti0062546,3R,538189,538283,INE-1{}4485,95,611,85.20%,87.91%,NA,INE-1,36.1509073543457
FBti0062548,3R,547723,547842,INE-1{}4487,120,611,82.10%,83.78%,NA,INE-1,44.7380840018877
FBti0062551,3R,561866,562335,INE-1{}4490,470,611,31.36%,85.00%,0.092814,INE-1,38.1125961927906
FBti0062552,3R,575736,576007,INE-1{}4491,272,611,66.41%,82.43%,NA,INE-1,32.408630559225
FBti0062556,3L,17828939,17829281,INE-1{}4495,343,611,57.40%,89.47%,0.043769,INE-1,39.0598290598291
FBti0062561,2R,10552979,10553011,INE-1{}4500,33,611,94.60%,84.85%,NA,INE-1,50.492125984252
FBti0062562,2R,12170520,12170583,INE-1{}4501,64,611,89.89%,87.10%,NA,INE-1,49.8303441589918
FBti0062563,2R,12175002,12175066,INE-1{}4502,65,611,89.72%,90.48%,NA,INE-1,45.5426356589147
FBti0062564,2R,12270706,12270803,INE-1{}4503,98,611,83.96%,78.57%,NA,INE-1,45.4935622317597
FBti0062565,2R,12343827,12343882,INE-1{}4504,56,611,90.83%,80.36%,NA,INE-1,35.2798053527981
FBti0062566,X,8206913,8207204,INE-1{}4505,292,611,54.82%,87.54%,0.078499,INE-1,41.6412047140986
FBti0062567,3L,17851995,17852494,INE-1{}4506,500,611,32.68%,82.10%,0.030301,INE-1,38.1505204163331
FBti0062568,3L,17854369,17854433,INE-1{}4507,65,611,90.08%,80.33%,NA,INE-1,37.5
FBti0062569,3L,17862241,17862700,INE-1{}4508,460,611,34.98%,82.94%,0.029311,INE-1,37.6422764227642
